,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
DianaMartinez,4,4,2,4,2,4,3,4,4,2,4,5,2,5,2,4,2,4,3,5,4,2,3,4,4,5,2,4,5,4,3,5,2,2,2,5,4,5,2,2,4,3,3,5,2,3,3,4,3,5,2,4,2,4,4,5,2,2,2,5,2,5,4,3,2,4,2,5,4,4,4,4,4,5,4,5,2,5,4,5,2,2,4,5,4,4,2,2,2,4,4,5,4,2,4,3,4,4,5,4
RobertSmith,4,4,4,4,2,4,3,5,4,5,4,5,4,5,2,4,2,4,4,4,2,4,2,2,2,5,2,4,4,5,3,5,2,4,2,5,2,5,2,4,2,3,3,5,2,4,4,4,3,4,2,4,2,4,3,5,2,5,2,5,3,4,2,4,2,3,2,4,2,4,4,4,3,5,4,5,2,5,4,5,2,5,2,5,2,4,2,2,4,4,2,5,4,4,4,3,4,4,5,4
ElizabethBrown,5,4,4,4,4,4,3,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,5,4,3,4,4,3,4,5,4,4,4,4,4,3,4,4,2,4,4,4,3,4,2,4,3,4,3,4,4,3,4,5,4,4,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,5,3,4,4,2,4,5,5,2,3,4,2,3,3,4,4,4,4,4,5,4,5,5
MichealWilson,4,5,4,4,4,4,3,4,2,2,4,5,1,5,2,2,2,4,4,5,5,2,3,4,4,5,2,3,5,4,3,4,2,1,2,5,3,5,2,2,2,4,3,5,2,3,2,4,2,5,2,2,2,4,4,5,3,2,2,5,3,5,4,1,2,4,2,4,4,2,3,4,4,5,2,4,2,5,4,5,4,2,3,5,2,4,2,2,1,4,3,5,4,2,2,4,4,4,5,2
LindaAnderson,4,4,4,4,4,4,3,4,4,2,4,5,2,5,4,4,4,4,4,4,5,2,4,4,4,5,4,4,5,4,3,4,4,2,4,5,3,5,2,3,4,3,3,5,2,4,4,4,3,5,2,4,3,4,3,4,4,3,2,5,3,5,4,4,4,4,2,4,4,4,4,3,4,5,2,4,2,5,4,5,4,2,4,5,4,4,4,3,2,4,3,4,2,3,4,4,5,4,5,5
PaulWalker,4,5,4,4,2,4,3,5,2,4,4,5,4,5,4,4,2,4,4,5,5,4,3,4,3,5,4,4,4,5,4,5,4,2,2,5,3,5,2,2,2,4,4,5,4,4,4,4,3,5,2,4,2,4,4,5,2,4,2,5,3,5,4,3,2,4,2,5,4,4,4,4,4,5,4,5,1,5,4,5,4,4,2,5,4,5,4,2,2,4,3,5,4,3,3,4,5,4,5,4
JenniferTaylor,4,4,4,4,2,3,4,4,2,5,4,5,4,5,2,4,4,4,4,4,4,4,4,2,2,5,4,4,4,5,4,4,4,4,2,5,3,5,2,4,2,3,3,5,2,4,4,4,3,5,2,4,2,4,3,5,2,5,2,5,3,5,4,5,4,4,2,4,4,4,4,4,4,5,4,5,2,5,2,5,2,4,4,5,4,4,2,3,4,3,3,5,4,4,3,3,4,4,5,4
CharlesJohnson,3,4,4,4,4,4,3,4,4,2,4,5,2,5,2,4,3,4,3,4,5,2,3,4,2,5,4,4,5,5,3,4,4,2,2,5,3,5,2,3,2,4,2,5,4,4,4,4,3,5,2,4,2,4,3,4,4,2,2,5,3,5,4,3,4,4,2,4,4,4,4,4,4,4,3,5,2,5,4,5,4,2,4,5,2,4,4,2,2,4,2,4,4,2,4,4,5,4,5,4
YvonneClarke,5,3,4,4,4,4,3,2,4,4,4,5,4,4,2,4,3,1,3,4,4,2,3,4,2,2,2,4,4,5,3,5,3,2,3,5,4,4,2,3,2,2,3,4,2,3,4,4,2,4,1,4,3,4,2,5,3,2,2,5,4,4,4,3,3,2,2,2,4,4,4,3,4,4,2,4,1,5,2,4,4,2,4,5,5,2,3,2,2,2,2,4,4,3,4,4,4,2,4,4
MartinThompson,3,5,2,4,2,2,3,5,2,4,2,4,2,5,4,4,2,2,4,5,4,2,2,2,2,5,2,4,5,2,3,5,2,3,2,5,2,5,2,2,2,2,3,5,3,3,3,4,3,5,2,4,2,2,3,5,2,4,2,5,3,5,4,2,2,4,2,5,4,4,3,4,3,5,2,5,1,2,4,5,2,4,2,5,2,4,2,2,2,3,4,5,4,3,2,3,4,4,4,4
LolaMartin,4,4,2,4,4,2,3,3,4,4,4,4,4,4,4,5,4,2,4,3,5,4,4,2,3,3,3,4,5,2,3,4,4,4,4,4,3,4,4,5,4,2,4,4,2,4,4,4,3,4,2,4,3,4,3,4,2,4,3,5,3,4,4,4,4,2,2,3,4,4,4,4,4,4,2,4,2,4,2,4,4,4,4,4,2,2,4,4,4,2,2,2,4,4,4,4,4,4,5,5
MargaretPhillips,4,5,2,4,4,2,3,5,2,4,4,4,2,5,3,4,4,4,4,4,4,4,3,2,4,5,2,4,5,2,3,5,2,4,2,5,3,5,2,4,2,3,4,5,2,4,4,4,3,5,2,4,3,2,4,5,4,5,2,5,3,5,2,5,4,4,2,4,4,4,4,2,4,5,2,4,2,2,4,5,2,4,2,5,2,4,2,4,2,4,4,5,4,4,4,2,4,5,3,4
DerekThompson,3,3,4,4,2,2,3,4,3,4,2,4,4,5,4,3,2,2,4,5,5,2,3,2,2,5,2,4,5,2,3,5,4,2,2,4,3,5,2,2,2,3,4,5,4,3,4,4,2,4,2,4,2,4,4,5,4,4,2,2,3,5,4,2,2,4,2,4,4,4,3,3,3,5,3,5,1,4,4,5,4,4,2,4,2,4,4,2,2,4,4,4,4,2,3,3,4,4,4,4
VeraThompson,3,4,2,4,2,2,4,5,2,4,4,4,4,5,3,2,2,4,4,5,4,2,3,2,2,5,2,4,5,2,4,5,2,3,2,5,2,5,2,2,2,4,4,5,2,3,3,2,3,4,1,4,2,2,5,4,2,4,2,5,3,5,2,2,3,4,4,5,4,3,2,3,3,5,2,4,2,2,5,5,2,4,2,5,2,4,2,2,2,4,4,5,4,3,2,3,4,4,4,2
RichardLayton,3,4,3,4,2,2,3,4,2,4,4,4,2,5,3,4,2,4,4,5,4,2,3,2,2,5,2,4,4,2,3,4,2,2,2,5,3,5,2,2,2,3,4,5,2,4,3,4,3,4,1,4,2,2,4,4,2,4,2,5,3,5,2,2,2,4,2,4,4,4,4,3,4,5,2,4,2,2,4,5,2,4,2,5,2,4,2,2,2,3,4,5,4,4,3,4,4,4,4,4
RebeccaTurner,4,4,4,4,2,2,4,4,3,4,4,4,4,5,4,4,3,3,4,4,4,3,4,2,2,5,3,4,5,2,4,4,4,4,2,5,3,5,4,4,2,3,4,5,2,4,4,4,3,5,2,4,2,2,3,5,4,4,2,5,4,5,4,5,4,4,2,4,4,4,4,4,4,5,3,4,2,2,2,5,4,4,3,4,2,4,4,4,4,3,4,5,4,4,4,3,4,4,4,4
OliverHawkins,3,5,2,4,2,2,4,5,2,4,2,2,4,5,4,2,2,2,4,5,4,2,3,2,1,5,2,4,4,2,4,5,2,4,2,5,3,5,2,2,2,2,4,5,2,3,3,2,3,5,1,4,2,2,4,5,2,5,2,3,4,5,3,2,2,3,2,5,4,4,3,2,4,5,2,5,1,2,4,5,2,4,2,4,2,5,2,2,2,3,4,5,4,3,2,2,4,3,3,4
OliverSimmons,4,4,2,4,2,2,3,4,2,4,4,4,4,4,2,4,2,4,3,4,5,2,3,4,3,4,2,4,4,2,4,4,4,2,4,5,3,4,4,3,2,3,3,4,4,3,4,4,3,4,1,4,2,3,4,4,3,3,4,5,4,4,4,4,2,4,2,4,5,3,4,3,4,4,2,4,2,4,4,4,4,2,2,4,4,4,4,2,2,3,3,4,4,2,2,4,4,4,4,4
DerekJefferson,4,4,2,4,2,2,3,4,2,4,4,3,4,5,3,2,2,4,4,5,4,2,3,2,5,5,2,4,4,2,3,5,2,2,2,5,4,5,2,2,2,3,4,5,2,3,2,2,3,5,2,3,3,2,4,5,2,4,2,2,4,5,2,2,2,3,4,4,4,4,3,3,3,5,2,4,2,2,4,5,2,4,2,4,4,4,2,2,2,4,4,4,4,2,2,4,4,3,4,4
EvelynPatriciaSmith,4,5,2,4,2,2,3,4,4,4,4,5,4,5,4,4,3,4,4,4,5,4,3,2,3,5,2,4,4,2,4,4,4,3,2,5,4,5,2,3,2,3,4,5,2,4,4,4,4,4,1,4,3,2,4,5,3,4,2,4,3,5,2,4,3,3,2,4,4,4,4,4,4,5,2,4,2,2,3,5,4,4,2,5,5,4,2,3,2,4,4,5,4,4,3,3,4,4,4,4
ArthurMitcham,3,5,2,4,3,2,3,4,2,2,5,2,2,5,3,2,3,4,4,5,5,2,3,2,2,5,2,4,5,2,3,5,3,2,2,4,3,5,2,2,2,3,4,5,2,3,3,4,3,5,1,3,4,2,3,4,2,3,2,3,4,5,4,1,3,4,2,4,4,2,2,3,3,5,2,4,2,2,4,5,2,2,3,4,2,5,2,2,2,4,4,5,4,2,2,4,4,3,4,3
AliciaReynolds,4,5,4,4,2,4,4,5,2,4,4,5,2,5,2,4,2,4,4,5,4,4,3,3,2,5,2,4,4,4,4,5,2,2,4,5,3,5,2,3,2,3,4,5,2,4,4,4,3,5,2,4,2,4,4,5,2,4,4,5,4,5,2,4,2,3,2,4,4,4,4,3,4,5,2,5,2,5,4,5,2,4,4,5,4,5,2,2,2,4,3,5,4,4,3,3,4,4,5,4
EleanorPrichard,4,4,2,4,2,2,3,4,2,4,4,4,2,5,2,4,2,2,3,5,4,2,3,2,2,5,2,4,5,2,3,5,2,2,2,4,3,5,2,2,2,3,3,5,2,3,3,4,3,5,1,4,2,2,3,5,2,3,2,4,3,5,3,2,2,4,2,4,4,3,3,3,4,5,2,4,1,2,2,5,2,4,3,4,2,4,2,2,2,4,2,5,4,4,3,4,4,3,4,2
RachelThompson,4,5,4,4,4,4,3,5,2,4,4,5,2,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,3,5,2,2,4,5,3,5,2,3,4,3,4,5,2,4,5,4,3,5,2,4,2,4,4,5,2,4,4,5,2,5,4,4,4,4,2,5,4,2,4,4,4,5,2,4,2,5,4,5,2,2,4,5,2,4,2,2,2,4,3,5,4,4,4,4,5,5,5,5
DennisHarper,4,4,2,4,2,4,3,4,2,4,4,5,4,5,4,4,2,4,4,5,4,2,3,2,2,5,2,4,4,5,4,5,2,2,4,5,2,5,2,3,2,4,3,5,2,2,4,4,3,5,2,4,2,4,4,5,2,4,2,5,3,5,2,2,3,4,2,5,2,2,3,4,3,5,2,4,2,5,4,5,2,3,2,5,2,4,2,2,2,4,4,5,4,2,2,4,4,4,5,4
MartinDelgado,4,4,4,2,2,4,3,5,1,4,4,5,5,5,3,4,3,4,4,4,4,4,4,4,4,5,2,4,4,4,5,5,2,3,4,5,3,5,2,3,4,4,4,5,2,4,4,4,3,4,2,4,2,4,4,4,2,4,4,5,4,5,4,4,4,4,4,4,4,2,4,4,5,5,2,3,2,5,4,5,2,2,4,5,4,4,2,2,4,4,3,4,4,4,4,4,5,4,5,4
KathrynMiller,4,4,2,4,2,2,3,4,2,4,4,5,2,5,2,4,2,4,3,5,5,2,3,2,3,5,2,4,5,4,4,4,2,2,2,5,3,5,2,2,2,3,3,5,4,3,2,4,3,5,1,3,3,4,3,4,2,2,2,5,3,5,4,2,3,4,2,4,5,4,3,4,4,5,2,4,1,2,4,5,4,2,2,5,4,4,2,2,2,4,3,5,5,4,2,4,4,4,4,4
BruceDalton,4,5,2,4,2,2,3,5,2,4,4,2,5,5,2,5,4,4,4,4,4,4,2,2,2,5,2,4,4,2,3,5,2,4,2,4,5,5,2,5,2,2,4,4,2,4,4,4,3,5,1,4,2,2,4,5,4,4,2,2,4,5,2,4,4,3,3,4,4,4,3,2,4,5,2,5,2,2,4,5,4,4,2,2,5,5,1,4,4,4,2,4,4,4,4,4,4,4,4,4
OliverThornton,4,5,4,4,2,4,3,5,4,2,5,5,4,5,2,2,2,4,3,5,5,2,3,2,3,5,3,4,4,4,3,5,4,1,4,5,3,5,2,2,2,4,3,5,4,3,3,4,4,5,2,2,2,4,4,5,2,2,4,5,3,5,4,1,2,4,4,4,5,2,3,4,4,5,4,4,2,5,4,5,4,2,2,5,4,5,2,2,1,4,3,5,4,2,4,4,4,4,5,4
JamesBernardCalder,4,5,2,4,2,4,3,5,2,4,4,5,5,5,2,2,2,4,4,5,4,2,2,2,3,5,2,4,2,4,3,5,2,2,4,5,4,5,2,2,2,4,3,5,2,4,4,4,2,5,2,4,2,4,4,5,2,2,2,5,4,5,2,2,2,4,2,4,4,2,4,4,4,5,2,5,2,5,4,5,2,4,2,5,5,5,2,2,2,4,2,5,4,4,4,4,4,4,5,4
ElliottRoss,5,4,4,4,2,4,3,4,2,2,4,5,5,5,3,2,2,4,4,4,4,2,2,4,2,5,2,3,3,4,3,4,4,2,3,5,5,5,2,2,2,4,4,5,2,3,2,4,3,5,2,4,2,4,3,5,2,2,2,5,4,5,4,2,2,4,4,4,4,2,3,4,4,5,2,4,2,5,4,5,4,2,3,5,5,4,2,2,1,4,3,5,4,2,2,4,4,4,5,4
GeorgeMatthews,3,4,4,4,2,2,3,4,2,4,4,4,2,5,2,4,4,4,3,4,4,2,3,1,2,5,2,4,2,2,3,5,4,4,2,4,2,5,2,2,2,4,4,5,2,4,4,4,2,5,2,4,2,2,4,5,4,4,4,4,3,5,4,2,2,4,4,4,4,4,4,2,4,5,2,4,2,2,4,5,4,4,2,4,2,4,2,2,2,4,2,5,4,4,4,4,5,5,4,4
RobertAnderson,3,4,2,4,2,4,3,4,2,5,2,5,4,5,2,4,2,4,4,5,4,2,2,2,2,5,2,4,2,4,3,5,2,2,2,5,3,5,2,2,2,4,2,5,2,3,4,4,2,4,1,4,2,4,4,5,2,4,2,5,3,5,2,2,2,4,2,5,4,4,4,3,4,5,2,5,1,5,2,5,2,4,2,5,4,4,2,2,2,4,2,5,4,3,4,4,4,4,5,4
RonaldBaker,3,4,2,4,2,4,2,5,2,5,2,5,3,5,2,4,2,4,4,4,2,2,2,2,2,5,2,4,2,5,3,5,2,2,2,5,2,5,2,2,2,4,2,5,1,3,2,4,2,4,1,4,2,4,4,5,2,4,2,5,2,5,2,2,2,4,2,2,2,2,4,4,3,5,2,5,1,5,4,5,2,4,2,5,4,5,2,2,2,4,2,4,1,4,4,4,4,4,4,4
RobertFoster,3,4,2,4,2,4,2,5,2,4,4,5,2,5,2,4,2,4,4,5,2,4,2,2,2,5,2,4,2,4,3,5,2,2,4,5,4,5,2,2,2,4,3,5,2,3,4,4,2,5,1,4,2,4,3,5,2,2,4,5,2,5,2,2,2,4,2,2,2,2,4,4,4,5,2,4,2,5,2,5,2,4,4,5,4,5,2,2,2,4,2,5,2,4,4,4,4,4,4,4
MarvinClark,2,4,4,4,2,2,3,4,2,4,2,4,4,5,2,4,2,4,4,5,4,2,2,2,2,5,2,4,2,2,3,5,2,4,2,4,2,5,2,2,2,4,4,5,2,3,4,4,2,4,2,4,2,2,4,4,2,4,2,4,2,5,2,2,2,4,2,4,4,3,4,3,3,5,2,4,1,2,4,5,4,4,2,4,4,4,2,2,2,4,2,4,4,4,4,4,4,4,4,4
WilliamTanner,3,4,4,4,2,3,3,4,2,4,4,4,4,5,2,4,3,2,4,4,4,4,2,2,2,5,2,4,2,4,3,5,4,4,4,5,3,5,2,3,2,4,4,5,2,4,4,4,2,4,1,4,1,4,4,4,4,4,4,5,3,5,2,4,3,4,2,2,4,4,4,4,4,5,2,4,2,5,4,5,4,4,4,5,4,5,4,3,2,4,2,4,3,4,4,4,4,4,5,4
FrederickJohnson,4,5,2,4,2,4,3,4,2,4,4,5,4,5,2,4,2,4,3,4,2,2,3,4,2,5,2,4,2,4,4,5,2,2,4,5,4,5,2,2,4,4,4,4,2,2,4,4,2,5,1,4,2,4,2,5,2,2,4,5,4,5,2,2,2,4,2,2,1,2,4,4,4,5,2,4,4,5,4,5,2,5,2,5,4,4,2,2,4,4,2,5,2,2,4,4,4,4,5,4
LeonardMitchell,4,5,2,4,2,4,3,5,2,4,4,5,4,5,1,4,2,2,4,5,4,3,2,2,2,5,2,4,4,5,3,5,2,2,4,5,3,5,1,2,2,4,2,5,2,3,3,4,3,5,1,4,2,4,4,5,2,2,2,5,3,5,1,2,2,4,2,4,2,4,4,4,4,5,2,5,2,5,4,5,2,4,2,5,4,5,1,2,1,4,2,5,2,4,4,4,4,4,5,4
MilesThompson,2,4,2,4,2,4,3,4,4,1,4,5,4,5,2,1,2,4,4,4,4,2,2,4,2,4,2,4,2,5,4,5,2,1,2,5,2,5,2,2,2,5,3,4,2,2,2,4,2,4,1,2,2,4,4,5,2,2,2,5,3,5,4,1,2,5,4,4,4,2,3,4,5,5,2,4,2,5,4,5,4,2,2,5,4,4,2,2,1,4,2,4,4,2,2,4,4,4,5,4
HenryThompson,2,4,2,4,2,4,2,4,2,5,4,5,2,5,2,2,2,4,2,5,4,2,2,2,2,5,2,4,4,5,3,5,2,2,4,5,2,5,2,2,2,4,2,5,2,2,2,2,2,4,1,4,2,4,4,5,2,2,2,5,2,5,2,2,2,4,2,4,4,4,3,4,4,5,2,4,2,5,4,5,1,4,2,5,4,5,1,2,2,4,2,5,4,4,4,4,4,3,4,4
RobMitchell,3,5,2,4,2,4,3,5,1,5,4,5,4,5,2,2,2,4,4,5,4,2,2,2,2,5,2,4,2,5,3,5,2,2,4,5,3,5,2,2,2,4,4,5,2,3,2,4,3,5,1,2,2,4,5,5,1,2,2,5,3,5,2,2,2,4,2,5,2,2,3,4,4,5,2,4,1,5,4,5,1,4,2,5,4,5,1,2,2,4,3,5,4,4,4,4,4,4,5,2
GeorgeMitchell,4,4,2,4,2,4,3,4,4,4,4,5,4,5,2,4,2,4,4,5,5,2,2,4,4,5,2,4,4,5,3,4,4,2,2,5,3,5,2,2,2,4,4,5,4,4,4,4,3,5,2,4,2,4,4,5,4,2,2,5,4,5,2,2,2,5,2,5,5,4,4,4,5,5,4,5,2,5,4,5,4,4,2,5,4,4,2,2,2,4,4,5,4,2,4,4,5,4,5,4
MartinLloyd,4,4,4,4,2,4,3,4,4,4,4,5,4,4,2,4,2,4,4,4,5,2,3,4,4,4,2,4,4,5,4,4,4,2,2,5,4,5,2,2,2,4,3,5,2,4,4,4,3,4,2,4,2,4,4,5,2,2,2,5,4,5,2,2,2,5,2,4,4,4,4,4,5,4,2,5,2,5,4,5,4,2,2,5,4,4,2,2,2,4,2,4,4,4,4,5,4,4,5,4
RonaldHarper,3,5,2,4,4,4,3,4,2,4,4,5,2,5,2,2,3,4,4,5,4,2,3,2,3,5,2,4,4,5,3,5,2,2,2,5,3,5,2,2,2,3,3,5,2,3,4,4,3,5,2,4,3,4,4,5,2,2,2,5,3,5,4,2,2,4,4,5,4,2,4,4,4,5,2,4,1,5,4,5,1,4,3,5,4,5,2,2,2,4,3,5,4,2,4,4,4,4,5,4
GeorgeTempleton,3,4,2,4,2,4,3,5,2,4,4,5,4,5,2,2,2,4,4,5,4,2,2,2,2,5,2,4,3,5,3,5,4,2,2,5,2,5,2,2,2,4,4,5,2,3,4,4,2,5,2,4,2,4,4,5,3,3,2,5,3,5,4,2,2,4,4,4,4,4,4,4,4,5,2,4,2,5,4,5,4,4,3,5,4,4,2,2,1,4,2,5,4,2,2,4,4,4,4,4
IsaacSullivan,2,4,4,4,2,4,2,4,4,2,2,5,4,5,2,2,2,4,3,4,4,2,2,2,2,4,2,4,2,5,4,5,4,2,2,5,2,5,2,2,2,5,3,5,2,3,3,4,2,4,1,4,2,4,3,5,2,2,2,5,2,5,4,1,2,5,4,4,4,4,3,4,5,5,2,4,1,5,4,5,4,2,2,5,2,4,2,2,1,4,2,4,4,2,2,4,4,4,5,4
ThomasDale,4,4,4,4,2,4,3,5,4,2,4,5,5,5,2,2,2,4,4,4,4,4,3,2,4,4,2,3,1,5,4,5,4,2,2,5,4,5,3,2,2,4,4,4,2,4,4,4,3,4,2,2,2,4,4,5,4,2,2,5,4,5,4,2,2,5,4,4,4,4,4,4,5,4,3,4,2,5,4,5,4,2,2,5,4,4,2,2,1,5,3,4,4,4,4,4,4,4,5,2
FranklinPorter,4,4,4,4,2,4,2,5,4,4,4,5,2,5,2,4,2,2,4,4,4,2,2,2,2,4,2,4,2,5,3,5,4,2,4,5,2,5,2,2,2,4,4,4,2,3,4,4,2,4,2,4,2,4,2,4,4,2,4,5,2,5,5,2,2,3,2,2,4,4,4,4,4,5,2,4,2,5,2,5,4,4,4,5,4,4,2,2,2,4,2,4,4,4,4,4,4,4,4,4
SamuelPierce,4,5,2,4,2,4,3,5,2,5,4,5,5,5,2,1,2,4,2,5,4,2,2,2,2,5,2,4,4,5,3,5,2,2,2,5,4,5,1,2,1,4,2,5,2,3,3,2,5,5,2,4,2,4,4,5,2,2,2,5,4,5,2,1,2,4,4,5,4,4,3,2,4,5,2,5,2,5,4,5,2,4,2,5,5,5,1,2,1,4,2,5,4,2,2,4,3,3,5,2
EdwardThomas,4,4,3,4,2,4,3,5,4,2,4,5,5,5,2,2,2,4,4,5,5,2,3,2,4,5,3,4,4,5,3,5,4,1,2,5,4,5,2,2,2,4,3,5,2,3,4,4,2,5,2,4,2,4,4,5,2,2,2,5,4,5,4,1,2,4,4,5,5,2,3,4,4,5,3,4,2,5,4,5,4,2,2,5,5,5,2,2,1,4,3,5,4,2,3,4,4,4,5,4
HaroldWinchester,4,4,4,4,2,4,2,3,4,1,4,5,5,5,2,1,2,5,3,5,5,2,3,4,2,5,4,3,4,5,4,3,4,1,1,5,4,5,2,1,2,5,4,5,4,4,3,5,2,5,2,2,2,4,3,4,4,1,1,5,4,5,4,1,2,5,4,5,5,2,3,4,5,5,4,4,2,5,4,5,4,2,2,5,5,4,2,1,1,5,2,4,5,2,4,5,4,4,5,4
NormanElliot,5,2,4,4,2,4,3,5,4,4,4,5,5,4,2,4,3,4,4,4,5,2,3,2,4,4,4,4,4,4,4,5,4,2,5,5,4,5,4,2,2,4,4,5,4,4,4,4,3,4,2,4,2,4,3,4,4,2,4,5,5,5,4,2,2,4,2,4,4,4,4,4,5,4,4,4,2,5,4,5,4,2,2,5,5,4,4,2,2,4,4,4,4,4,4,4,5,4,5,4
RebeccaTorres,4,5,2,4,4,2,3,4,2,4,4,2,5,5,4,4,3,2,3,4,4,2,3,2,4,5,2,4,5,2,3,4,4,2,2,5,4,5,2,4,2,4,4,5,2,4,4,4,3,5,1,4,2,2,3,4,4,4,2,2,4,5,3,4,4,4,4,4,4,4,3,4,5,5,2,5,1,2,4,5,4,4,2,4,5,5,2,3,4,4,3,4,4,4,4,4,4,4,4,4
DerekEvans,2,4,2,4,2,4,2,4,4,4,2,5,4,4,2,4,2,4,4,4,4,2,2,2,2,4,2,4,2,5,3,4,2,2,2,5,2,5,2,2,2,4,3,4,2,3,4,4,2,4,1,4,2,4,4,5,2,3,2,5,2,5,2,2,2,4,2,4,4,4,4,4,4,5,2,5,1,5,2,5,4,4,2,5,2,4,2,2,2,4,2,4,4,4,4,4,4,4,5,4
DavidSmith,4,4,4,4,2,4,3,5,2,4,4,5,5,4,2,4,4,4,4,4,2,4,3,2,2,4,2,4,4,4,3,5,2,4,2,5,4,5,2,3,3,3,4,4,2,4,4,4,3,4,2,4,2,4,3,4,2,4,2,5,5,4,2,4,4,4,3,2,4,4,4,4,4,4,2,5,4,5,3,5,2,4,4,5,5,4,2,2,4,4,3,4,2,4,4,4,4,4,5,4
EthanWood,3,4,2,4,2,4,3,4,4,4,4,5,4,4,2,4,2,4,4,4,5,4,3,4,4,4,2,4,4,5,4,4,2,2,2,5,3,5,2,2,4,4,4,4,2,4,4,4,3,4,2,4,2,4,4,5,2,2,2,5,4,5,2,2,3,5,2,4,4,4,4,4,5,4,4,5,2,5,4,5,4,4,2,5,4,4,2,2,2,4,4,4,4,4,4,4,5,4,5,4
TheoMoore,2,4,2,4,2,4,2,4,4,4,2,5,4,5,2,4,2,4,2,4,4,2,2,4,2,4,2,4,2,5,3,4,4,2,2,5,2,5,2,2,2,4,3,5,2,4,4,4,2,4,2,4,2,4,2,5,2,2,2,5,2,5,2,2,2,4,2,4,4,4,4,4,4,5,2,5,1,5,2,5,4,4,2,5,4,4,2,2,2,4,2,4,4,4,4,4,4,4,5,4
CalebCooper,3,4,4,4,2,4,3,4,2,4,2,5,4,5,2,2,2,4,4,5,5,2,2,2,2,5,3,4,4,5,4,4,2,2,2,5,2,5,2,2,2,3,4,5,4,3,2,4,3,5,2,4,2,4,5,5,2,3,2,5,2,5,4,2,2,4,1,5,5,2,3,4,3,5,4,5,1,5,4,5,2,4,2,5,2,4,2,2,2,4,4,5,4,2,2,4,4,4,5,4
StellaBrown,4,4,2,4,2,4,3,5,2,4,4,5,5,4,2,4,3,4,4,4,2,4,3,2,2,4,2,4,4,4,3,4,2,3,2,5,3,5,2,3,4,3,4,4,2,4,5,4,3,4,2,4,2,4,2,4,2,2,4,5,4,4,2,4,2,4,2,2,4,4,4,4,4,4,2,5,4,5,4,5,2,4,4,5,5,4,2,2,4,3,2,4,2,4,4,3,5,4,5,4
NaomiSpencer,5,4,4,4,5,4,3,4,4,2,4,5,4,5,4,4,4,4,3,5,5,4,4,4,4,5,4,4,5,4,3,4,4,2,4,5,4,5,4,3,4,4,3,5,4,4,5,4,3,5,2,4,4,4,3,5,4,3,2,5,4,4,4,5,4,4,2,5,4,4,5,3,4,5,4,4,2,5,4,5,4,2,4,5,5,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5
